,# Time, Observed
0,4.627923859600476,1.0
1,3.8018894095576528,1.0
2,2.9910420738155423,1.0
3,1.1883771885577439,0.0
4,1.0146650193752127,0.0
5,4.112158910206784,1.0
6,0.02368959796748671,1.0
7,4.87572576991268,1.0
8,4.3305319045907975,1.0
9,5.506644735077661,1.0
10,3.2552662080675674,1.0
11,2.2400445603088155,1.0
12,2.6509990465379767,0.0
13,3.7066018708159034,1.0
14,3.902383091588804,1.0
15,4.831339180996479,1.0
16,5.45189328485201,1.0
17,0.5427560956254441,0.0
18,0.6839061711812986,1.0
19,0.2813779163354986,0.0
20,3.285516935515461,0.0
21,1.1936852380728735,1.0
22,2.109915836592528,0.0
23,1.7757702412780723,1.0
24,1.9530698269934927,1.0
25,2.355175463679524,1.0
26,4.926633947021571,1.0
27,2.3046866921531968,0.0
28,5.925752849411234,0.0
29,4.95673706305644,1.0
30,3.584229889385305,1.0
31,3.2073476928108904,1.0
32,0.23569060335232403,1.0
33,0.4776785409357851,0.0
34,1.984315871892792,1.0
35,0.2397552521398636,0.0
36,1.8895612310561296,0.0
37,2.078082900480198,1.0
38,5.279491047107496,0.0
39,5.26857985634915,1.0
40,3.63346538636254,1.0
41,3.587019887777842,0.0
42,1.8052278536442437,1.0
43,1.8183753639062084,0.0
44,3.3454691319758654,0.0
45,2.850793484490304,0.0
46,0.3855063641689466,1.0
47,2.0382470618271817,1.0
48,5.862484355536091,0.0
49,1.9096368328737072,1.0
50,3.4688185792948047,1.0
51,0.40858364122770013,1.0
52,4.691694711714891,0.0
53,3.516131880319055,0.0
54,2.103938347698798,1.0
55,1.798379234547377,1.0
56,4.040801551708324,0.0
57,0.30286602092398573,1.0
58,0.6483826366767154,1.0
59,5.314962577006233,1.0
60,1.3126160950772203,0.0
61,0.6412775063614149,0.0
62,2.818711760642967,0.0
63,0.885721153711786,1.0
64,3.8704327588094505,1.0
65,1.4916750468166167,1.0
66,1.3606400596200552,1.0
67,5.533396721421278,1.0
68,3.40049954745,1.0
69,0.08916014779936865,1.0
70,3.438173424199115,1.0
71,3.369344161658214,1.0
72,3.5051749711840534,0.0
73,0.8912007081387514,0.0
74,4.16334039805447,0.0
75,2.637631426647543,1.0
76,3.0418717755842843,0.0
77,0.5406404083466312,1.0
78,3.390758123746827,0.0
79,1.1886039432976134,0.0
